2015-01-24 11:48:08,328 [main] INFO  com.util.PathUtil 18 - 获取当前类的所在工程路径：D:\workspace-git\practice-java\algorithms\bin;D:\workspace-git\practice-java\algorithms\lib\log4j-over-slf4j-1.5.8.jar;D:\workspace-git\practice-java\algorithms\lib\logback-classic-0.9.17.jar;D:\workspace-git\practice-java\algorithms\lib\logback-core-0.9.17.jar;D:\workspace-git\practice-java\algorithms\lib\slf4j-api-1.5.8.jar;D:\workspace-git\practice-java\algorithms\lib\commons-beanutils-1.8.0.jar;D:\workspace-git\practice-java\algorithms\lib\commons-codec-1.3.jar;D:\workspace-git\practice-java\algorithms\lib\commons-collections-3.2.jar;D:\workspace-git\practice-java\algorithms\lib\commons-dbcp-1.2.2.jar;D:\workspace-git\practice-java\algorithms\lib\commons-el-1.0.jar;D:\workspace-git\practice-java\algorithms\lib\commons-fileupload-1.2.1.jar;D:\workspace-git\practice-java\algorithms\lib\commons-httpclient-3.1.jar;D:\workspace-git\practice-java\algorithms\lib\commons-io-2.1.jar;D:\workspace-git\practice-java\algorithms\lib\commons-jexl-1.1.jar;D:\workspace-git\practice-java\algorithms\lib\commons-lang-2.3.jar;D:\workspace-git\practice-java\algorithms\lib\commons-logging-1.1.1.jar;D:\workspace-git\practice-java\algorithms\lib\commons-pool-1.3.jar;D:\workspace-git\practice-java\algorithms\lib\janino-2.5.10.jar;D:\workspace-git\practice-java\algorithms\lib\aspectjweaver-1.6.5.jar
2015-01-24 11:48:08,329 [main] INFO  com.util.PathUtil 21 - 获取当前类的所在工程路径：/D:/workspace-git/practice-java/algorithms/bin/
2015-01-24 11:55:44,931 [main] INFO  com.file.properties.checkchange.FileCheckChange 28 - key:log.base, value:logs/
2015-01-24 19:30:27,154 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeObserver 26 - key:name, value:tony
2015-01-24 19:30:27,198 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeObserver 26 - key:log.base, value:logs/
2015-01-24 19:34:48,316 [main] INFO  com.file.properties.checkchange.FileChangeObserver 43 - key:name, value:tony
2015-01-24 19:34:48,329 [main] INFO  com.file.properties.checkchange.FileChangeObserver 43 - key:log.base, value:logs/
2015-01-24 19:34:49,334 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:34:50,332 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:34:51,332 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:34:52,332 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:34:53,332 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:34:54,332 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:34:55,332 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:34:56,332 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:34:57,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
2015-01-24 19:34:58,333 [com.file.properties.checkchange.FileChangeMonitor] INFO  com.file.properties.checkchange.FileChangeMonitor 79 - nothing changed for test.properties
